index,MORGAN_BTSTR,PUBCHEM_ACTIVITY_OUTCOME,Inhibition Observed
69052,1100110001110110111101100000000111111111000101010001101110100101,1,1
69057,1100010001111010010101100100010101011001011111010000101100100100,0,1
69062,1110011001101010110101100011010011001101110100110000010100100100,1,1
69067,1000111110100100110101110010011101001101110100100100111011101001,1,1
69072,1010011110100001111000100010011101011011111101000100110000111111,0,1
69077,1001111010110010110100101110001001001001011100011000011010110101,0,1
69082,0000100010111000010110101010001011111101000111101100010000010110,2,1
69087,1000100010101011010100101001001010101001100101101101010000010110,1,1
69092,1000110000111001111100100010101101101001001100111100001001010101,2,1
69097,1001111000110010110010101110111101111001010000111100011010110101,0,1
69102,1001010001100100110000101001101111001101001110011011100111100110,1,1
69107,1001111010111111010100100100011111111001001110000100100001011101,0,1
69112,1101101000111000110010101100001010111111110111000101100111110110,0,1
69117,1101010000110000110100101101100101001111000000111100111100100101,0,1
69122,1001010000110000110100101101100101001011010100111100111101100101,0,1
69127,1001010001110011111111101100111101101011010011111100111100110101,1,1
69132,0010000010101110111010110111001010011001110100100100000100100110,0,1
69137,1100100001101111110101100111001101011101111110001111100100101101,0,1
69142,1001110011101010110001101110101111101001010100110010010111101100,0,1
69147,1100000100101010110110101000001101011001011110100010010100110100,0,1
69152,1010110011111110111110101111001011001001011110100110000010100101,0,1
69157,1010111010101000110101100010011101001111110100000000111010100101,2,1
69162,1110011010111010111010101001011101011001100100000110001001100101,0,1
69167,1010111110100001111100111110001011001101001100110101101000111001,0,1
69172,1010111010101100111001100110011111001001111111011101000010111101,1,1
69177,1111101110110010110101101011001111001001101110101101100011110100,2,1
69182,1010101111111011110111100001101011111011011010010100000010111100,1,1
69187,1000010011110100110101100000011011011101011010010101110000101101,1,1
69192,0000100110111001110010100000011011001011010111011110001000101111,0,1
69197,1010101001101101110101100010001000101001010111110101111101110111,2,1
69202,1000111110101010110111110010001111001111000110111100100010110111,1,1
69207,1011010001111000110100101000010001001001011000011010110101100101,0,1
69212,1111010010100111110101110010010001101001110011111110011001110100,0,1
69217,1111010000100101111101110010001001101001110111110100011001100100,2,1
69222,1000110110110010110000101100001011111011011100010100101011110110,1,1
69227,1010010000111010110100101010100001001011010011001000011100000101,1,1
69232,1101101010111000110110101000001001001011010100100000010100110101,1,1
69237,1101011110110111110011101000011101001011000100010000001101110101,2,1
69242,1101011110110111110011101000011101001011000100010000001101110101,0,1
69247,1111110011100010010101101101001111011001010001111100010000010110,0,1
69252,1010110001110110110011100001011100011001110110010100000100111101,1,1
69257,1010110110100010110100101100101010001001011000111100000000001101,0,1
69262,1010010011101110110101101011100101111001010101010000111101101101,0,1
69267,1001110100100111111000101001100011001011010110010000011011100101,0,1
69272,1101110101100111110001101001100001001111010110010001001111100101,0,1
69277,1100010111101000110000100001001111101111110101111011010101110100,2,1
69282,1110011001111000110111100011000111001011111101010011010000000101,0,1
69287,1010110010111011110101110010011001001101110000011100001010010111,1,1
69292,1000010001111010110101101010001001001101010100101110001111010111,0,1
69297,1110110010100110110011110001001101001011011010010110010100100100,1,1
69302,1110110010100110110011110011001101001011111011010110010110100100,1,1
69307,1110110111110010110000101100001001001111010001010100010000010101,0,1
69312,1000010010100000110100101010000111001011011100010101000010100110,0,1
69317,1100010010101000110100101010000101001111010100001100001000100111,1,1
69322,1011101100110011110000101000010111001001010100000100011110100101,0,1
69327,1110110011110101110000101011101001001111010010000010010101010101,0,1
69332,1110010011100010110011100111001001001011110111001010011101011100,0,0
69337,1110010011100000110011100111001001001001110100001010011101011100,2,1
69342,1010100111110001110000101000001001001011000101111111001111111101,0,0
69347,1010110010110000110010101000101101001011010111111110001110111101,0,0
69352,1001100011110010110000101100001001001011010101111111001111111101,0,1
69357,1000111010110000110100101011101101001011011101111100001010111101,0,1
69362,1100000111100000010011100101001001101011000100111010011101011100,1,1
69367,1101110010110000110000101000001001001011010101111101001010111101,0,1
69372,1000100010110011111101101000001101011011000101111101001010111101,0,1
69377,1000110010110011110100111010101010001001011110111110001001100100,0,1
69382,1000110010110011110100111010101011001001011110111110001001000100,0,1
69387,1100110000110011110100101010101001001101011110101100001011000101,2,1
69392,1000110000111010110100101010101001001001011110101100011001000101,0,1
69397,1000101000101001110100101011110011001011011010010010100001100111,0,1
69402,1100100011110010110110101001111111001011110110100100010001100101,0,1
69407,1000111011101011110111100110001001111001100001110010000000111101,0,1
69412,1110011110101000110100101111011011011001101011111010010100110100,2,1
69417,1101000011101010110101101000011011011011011110010011100101000100,2,1
69422,1101001001111000110100101010011101001011011101000010011111100101,1,1
69427,1100110000100111110011101100111001101111010111010000001011001101,1,1
69432,1000000111100000110110100111001001101101100110100011101101100111,2,1
69437,1010100011111010110000110100000101111011100101000110011011101100,2,1
69442,1111110111100101110110111101001101001001010100110110010110110101,0,1
69447,1011000111100110010010101001010101011001111100010010101101110100,0,1
69452,1110111110100110110110100011001111101111000110010100001100110101,0,1
69457,1100010011111001110110100000100111001111011011010110100000000101,2,1
69462,1110010010101101111011110001001011111111011001010000100100101111,2,1
69467,1100011011101101110011100001010011111011011101010000100100111101,0,0
69472,1110110011100111110101100001001101101111010001011000110000110111,2,1
69477,1101111000101101110010101001011111011001110000011000010010100111,1,1
69482,1111100001100101110100110010001101111011011111110111001101110010,1,1
69487,1110010110000011110100111010001100001011001100011100101001111011,0,1
69492,0001010000000100110100101100000000001100001100101101110011100001,2,1
69497,1001010010100000111101111001101101111001110010011101110101110101,1,1
69502,1000111010110111010010100000011111001011010100010101100100110110,1,1
69507,1000111010101000110101101100101010011001110011010110010010010101,2,1
69512,1000010000100010111101110011001010001011011000010101100001100100,0,1
69517,1100010011111000110000110100001011001001011000010101010110000111,2,1
69522,1011010001100110110001100010001101111101011100100010101100100111,2,1
69527,1111001011101000111101101010111011111001010100000010110101110101,0,0
69532,1111000001100001010000111110010111001011000101110001010010110011,1,1
69537,1110001010111111110011101000001011001111000100010011001111100101,2,1
69542,1100111100111111111001101001000011011101010101011001101011100100,0,1
69547,1100101010111001110101111011110011101011100000010000110010110110,0,1
69552,1110011110110100110110100010000011101111010100010100001100110111,0,1
69557,1101101010111110111010100001001001101011010101110101010100111101,0,1
69562,1001001011111110111010100001001001101011010101110101000100110101,0,1
69567,1100011010110110111110111001111111011011010110011000101011110100,0,1
69572,1101000011100001110111111011111011011000100100011011011101100100,0,1
69577,1100110110111000110100101110011010001101101001011000010100011101,0,1
69582,1110100101110111110100101010101001001001001101010110110100010101,0,1
69587,1100100110110010010110101110001010001101000011010010010100000101,0,1
69592,1100100111110010110100101010101001001001010011000110011000010101,2,1
69597,1110100111111110010100101010001111001101000001000010010100010111,0,1
69602,1100101110110011010100111110001011001101000001010000010100101101,0,1
69607,1101100101110001010110101100001101001101000011010101010100110101,1,1
69612,1110100101110110110100101000101101011011000011010100010100000101,1,1
69617,1010100011110110110100100000001011101000000100100101001111010011,0,1
69622,1010101010110010110100100010001010101000000100100101001011010011,0,1
69627,1000110010100010110100100000001010101000000100110101001011010011,0,1
69632,1000101011100110110100100010001111111011011001001100001100000100,0,1
69637,1001100011110110010100101000001111111001101100001100001100010101,0,1
69642,1011010010100110110110111101000001001111100010111110000100100111,0,1
69647,1000011001110000110100101000101101001101010110101110010101100101,0,1
69652,1100110010110010110010101011011001001111100100011100000011110101,0,1
69657,1011000011110000110110000010011011001001001110010110101111100101,1,1
69662,1110001010110011110001100010101111111011110100100100010001110101,1,1
69667,1100100001110101111000110001001111001101110110010000010010100101,1,1
69672,1110111110100110110101101011100010011101010100011000011101101101,2,1
69677,1100011000110000111001110011101111001011010100110100111001100100,0,1
69682,0111000010100101111011100111000011101011101100100000001111100111,1,1
69687,1000110011110110110100101100011111001101101000010111011000101101,0,1
69692,1110010001100110111101101000000101111111100111011100001110100000,0,1
69697,0011100010101011110101101011001111001101010110011000111000110101,1,1
69702,1001010110101111110001101010000111101001010101011101100000101100,1,1
69707,1101100011110011011101101001001110011111010100100100011010100101,2,1
69712,1101000101111011110010101101111101101111110101000100001111010101,0,1
69717,1101000000100011011000101000000011001111010100000000010011100101,0,1
69722,1110110110110110110010101101011011011011000100011000010110110100,0,1
